platform,product_id,product_name,brand,category,subcategory,model,variant,mrp,selling_price,discount_pct,rating,review_count,availability,inventory,seller,product_url,search_query,city,latitude,longitude,scrape_timestamp
Flipkart,RFRHHPHMGTDVC9QW,"Haier 598 L Frost Free Side by Side 3 Star Refrigerator  with Expert Inverter Smart Sense AI enabled 3-Door , 3 Star, (683ISU1, Inox Steel, Magic Convertible Zone, Deo Fresh Technology, 2026 Model)",Haier,Home Appliances,,,"Inox Steel, HRT-683ISU1",131690.0,78690.0,40.246032348697696,0.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=RFRHHPHMGTDVC9QW,Haier refrigerator,Delhi,28.6139,77.209,2026-08-14 18:34:16.280277
Flipkart,SMWHESU6HYYTWSY8,AMAZFIT Pop 3S Smartwatch,AMAZFIT,Smartwatches,,,"Silver Strap, M",6999.0,3082.0,55.96513787683954,0.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=SMWHESU6HYYTWSY8,Amazfit smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:30.604088
Flipkart,SMWFBDGYPE2YMC6J,FOSSIL 4th Gen Venture HR Smartwatch,FOSSIL,Smartwatches,,,"Gold Strap, Regular",21995.0,13195.0,40.00909297567629,3.9,46.0,True,1,,https://www.flipkart.com/-/p/-?pid=SMWFBDGYPE2YMC6J,Fossil smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:37.053763
Flipkart,RFRHHGTEQPJ97J2S,Godrej 180 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer,Godrej,Home Appliances,,,"Steel Glow, RD ERIOPLS 205B THF ST GL",21590.0,15390.0,28.716998610467808,0.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=RFRHHGTEQPJ97J2S,Godrej refrigerator,Delhi,28.6139,77.209,2026-08-14 18:34:10.333678
Flipkart,COMHMQGHHKWNM6AW,Acer Aspire 7(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) A715-79G Gaming Laptop,Acer,Laptops,,,"15.6 inch, Flame Black, 1.99 kg, With MS Office",129990.0,82990.0,36.15662743287945,4.0,1.0,True,1,,https://www.flipkart.com/-/p/-?pid=COMHMQGHHKWNM6AW,Acer laptop,Delhi,28.6139,77.209,2026-08-14 18:32:38.072205
Flipkart,SMWGPXFJZWCWZVFY,"AMAZFIT POP 3R Smart Watch With 1.43"" AMOLED Display, BT Calling and AI Voice Assistance Smartwatch",AMAZFIT,Smartwatches,,,"Black Premium Strap, Free Size",5999.0,4099.0,31.6719453242207,4.1,507.0,True,1,,https://www.flipkart.com/-/p/-?pid=SMWGPXFJZWCWZVFY,Amazfit smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:30.604148
Flipkart,MOBHGVJY6SUYWYTK,"MOTOROLA Signature (PANTONE Martini Olive, 512 GB)",MOTOROLA,Smartphones,,,16 GB RAM,79999.0,62499.0,21.87527344091801,4.5,181.0,True,1,,https://www.flipkart.com/-/p/-?pid=MOBHGVJY6SUYWYTK,Motorola smartphone,Delhi,28.6139,77.209,2026-08-14 18:32:18.018295
Flipkart,ACCGYXSYTUJYGZEE,Sennheiser Accentum Plus Wireless Over Ear Headphones Designed in Germany with 50Hr Battery Bluetooth,Sennheiser,Headphones/Earbuds,,,"White, On the Ear",19990.0,15990.0,20.01000500250125,4.5,34.0,True,1,,https://www.flipkart.com/-/p/-?pid=ACCGYXSYTUJYGZEE,Sennheiser headphones,Delhi,28.6139,77.209,2026-08-14 18:33:10.432494
Flipkart,TVSHFVPZ8AESFWCX,Haier 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Voice Assistance Remote Control |HDR10 | MEMC | Dolby Audio| Total Sonic |Chromecast Built-in| Dual Band Wi-Fi |2GB RAM + 32GB ROM,Haier,Televisions,,,43H5E,38990.0,29490.0,24.36522185175686,4.5,85.0,True,1,,https://www.flipkart.com/-/p/-?pid=TVSHFVPZ8AESFWCX,Hisense TV,Delhi,28.6139,77.209,2026-08-14 18:33:56.715784
Flipkart,COMGZKFB3ZTQGRT4,Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-72-77GZ Gaming Laptop,Acer,Laptops,,,"16 Inch, Abyssal Black, 2.8 Kg",142990.0,138600.0,3.070144765368208,4.4,63.0,True,1,,https://www.flipkart.com/-/p/-?pid=COMGZKFB3ZTQGRT4,Acer laptop,Delhi,28.6139,77.209,2026-08-14 18:32:38.072350
Flipkart,SMWHA25EBWNPGVW5,GARMIN Fenix 8 amoled (47 mm). (A04806) Smartwatch,GARMIN,Smartwatches,,,"Graphite Strap, Free Size",157990.0,157990.0,0.0,0.0,0.0,True,1,,https://www.flipkart.com/-/p/-?pid=SMWHA25EBWNPGVW5,Garmin smartwatch,Delhi,28.6139,77.209,2026-08-14 18:33:23.742778
